Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,ID
Ed Gayda,1951,1951,G-F,6’4,210,"May 16, 1927",Washington State,"Ed GaydaMay 16, 1927"
Ed Gray,1998,1999,G,6’3,210,"September 27, 1975",Tennessee California,"Ed GraySeptember 27, 1975"
Ed Horton,1990,1990,F,6’8,230,"December 17, 1967",Iowa,"Ed HortonDecember 17, 1967"
Ed Johnson,1969,1971,C,6’8,205,June 17 1944,Tennessee State,Ed JohnsonJune 17 1944
Ed Kalafat,1955,1957,C-F,6’6,245,"October 13, 1932",Minnesota,"Ed KalafatOctober 13, 1932"
Ed Kasid,1947,1947,G,5’11,185,"August 13, 1923",,"Ed KasidAugust 13, 1923"
Ed Leede,1950,1951,F-G,6’3,185,July 17 1927,Dartmouth College,Ed LeedeJuly 17 1927
Ed Macauley,1950,1959,C-F,6’8,185,"March 22, 1928",Saint Louis,"Ed Macauley*March 22, 1928"
Ed Manning,1968,1976,F,6’7,210,"January 2, 1944",Jackson State University,"Ed ManningJanuary 2, 1944"
Ed Melvin,1947,1947,G,5’9,170,"February 13, 1916",Duquesne,"Ed MelvinFebruary 13, 1916"
Ed Mikan,1949,1954,C-F,6’8,230,"October 20, 1925",DePaul,"Ed MikanOctober 20, 1925"
Ed Nealy,1983,1993,F,6’7,238,"February 19, 1960",Kansas State,"Ed NealyFebruary 19, 1960"
Ed O'Bannon,1996,1997,F,6’8,222,"August 14, 1972",UCLA,"Ed O'BannonAugust 14, 1972"
Ed Peterson,1950,1951,C,6’9,220,June 27 1924,Cornell,Ed PetersonJune 27 1924
Ed Pinckney,1986,1997,F,6’9,195,"March 27, 1963",Villanova,"Ed PinckneyMarch 27, 1963"
Ed Rains,1982,1983,F,6’7,190,"December 24, 1956",University of South Alabama,"Ed RainsDecember 24, 1956"
Ed Ratleff,1974,1978,F-G,6’6,195,"March 29, 1950",Cal State Long Beach,"Ed RatleffMarch 29, 1950"
Ed Sadowski,1947,1950,C,6’5,240,July 11 1917,Seton Hall,Ed SadowskiJuly 11 1917
Ed Searcy,1976,1976,F,6’6,210,"April 17, 1952",St. John's,"Ed SearcyApril 17, 1952"
Ed Sherod,1983,1983,G,6’2,170,September 13 1959,VCU,Ed SherodSeptember 13 1959
Ed Smith,1954,1954,F,6’6,180,July 5 1929,Harvard University,Ed SmithJuly 5 1929
Ed Stanczak,1950,1951,F,6’1,185,"August 15, 1921",,"Ed StanczakAugust 15, 1921"
Ed Stokes,1998,1998,C,7-0,264,"September 3, 1971",Arizona,"Ed StokesSeptember 3, 1971"
Eddie Basden,2006,2006,G,6’5,215,"February 15, 1983",UNC Charlotte,"Eddie BasdenFebruary 15, 1983"
Eddie Gill,2001,2009,G,6’0,190,"August 16, 1978",Weber State,"Eddie GillAugust 16, 1978"
Eddie Griffin,2002,2007,F-C,6’10,220,"May 30, 1982",Seton Hall,"Eddie GriffinMay 30, 1982"
Eddie House,2001,2011,G,6’1,180,"May 14, 1978",Arizona State,"Eddie HouseMay 14, 1978"
Eddie Hughes,1988,1990,G,5’10,165,"May 26, 1960",Colorado State,"Eddie HughesMay 26, 1960"
Eddie Johnson,1978,1987,G,6’2,180,"February 24, 1955",Auburn,"Eddie JohnsonFebruary 24, 1955"
Eddie Johnson,1982,1999,F-G,6’7,215,"May 1, 1959",Illinois,"Eddie JohnsonMay 1, 1959"
Eddie Jones,1995,2008,G-F,6’6,190,"October 20, 1971",Temple,"Eddie JonesOctober 20, 1971"
Eddie Jordan,1978,1984,G,6’1,170,"January 29, 1955",Rutgers University,"Eddie JordanJanuary 29, 1955"
Eddie Lee Wilkins,1985,1993,F-C,6’10,220,"May 7, 1962",Gardner-Webb University,"Eddie Lee WilkinsMay 7, 1962"
Eddie Mast,1971,1973,F-C,6’9,220,"October 3, 1948",Temple,"Eddie MastOctober 3, 1948"
Eddie Miles,1964,1972,G-F,6’4,195,July 5 1940,Seattle University,Eddie MilesJuly 5 1940
Eddie Miller,1953,1954,C-F,6’8,225,June 18 1931,Syracuse,Eddie MillerJune 18 1931
Eddie Owens,1978,1978,F,6’7,210,"December 26, 1953",UNLV,"Eddie OwensDecember 26, 1953"
Eddie Phillips,1983,1983,F,6’7,225,"September 29, 1961",Alabama,"Eddie PhillipsSeptember 29, 1961"
Eddie Robinson,2000,2004,G-F,6’8,210,"April 19, 1976",University of Central Oklahoma,"Eddie RobinsonApril 19, 1976"
Eddy Curry,2002,2013,C,7-0,295,"December 5, 1982",,"Eddy CurryDecember 5, 1982"
Edgar Jones,1981,1986,F-C,6’10,225,June 17 1956,Nevada,Edgar JonesJune 17 1956
Edgar Lacey,1969,1969,F,6’6,190,"August 2, 1944",UCLA,"Edgar LaceyAugust 2, 1944"
Edmond Sumner,2018,2021,G,6’4,196,"December 31, 1995",Xavier,"Edmond SumnerDecember 31, 1995"
Edmund Lawrence,1981,1981,C,7-0,228,"December 8, 1952",McNeese State University,"Edmund LawrenceDecember 8, 1952"
Eduardo Nájera,2001,2012,F,6’8,240,July 11 1976,Oklahoma,Eduardo NájeraJuly 11 1976
Edwin Ubiles,2012,2012,G,6’6,204,"November 26, 1986",Siena College,"Edwin UbilesNovember 26, 1986"
Edy Tavares,2016,2017,C,7’3,260,"March 22, 1992",,"Edy TavaresMarch 22, 1992"
Efthimios Rentzias,2003,2003,C,6’11,250,"January 11, 1976",,"Efthimios RentziasJanuary 11, 1976"
Ekpe Udoh,2011,2019,C-F,6’10,245,"May 20, 1987",Michigan Baylor,"Ekpe UdohMay 20, 1987"
Elden Campbell,1991,2005,C,6’11,215,July 23 1968,Clemson,Elden CampbellJuly 23 1968
Eldridge Recasner,1995,2002,G,6’3,190,"December 14, 1967",Washington,"Eldridge RecasnerDecember 14, 1967"
Elfrid Payton,2015,2022,G,6’3,195,"February 22, 1994",Louisiana,"Elfrid PaytonFebruary 22, 1994"
Elgin Baylor,1959,1972,F,6’5,225,September 16 1934,College of Idaho Seattle University,Elgin Baylor*September 16 1934
Elias Harris,2014,2014,F,6’8,239,July 6 1989,Gonzaga,Elias HarrisJuly 6 1989
Elie Okobo,2019,2020,G,6’3,190,"October 23, 1997",,"Elie OkoboOctober 23, 1997"
Elijah Bryant,2021,2021,G,6’5,210,"April 19, 1995",Elon University BYU,"Elijah BryantApril 19, 1995"
Elijah Hughes,2021,2022,F,6’5,215,"March 10, 1998",Syracuse East Carolina University,"Elijah HughesMarch 10, 1998"
Elijah Millsap,2015,2017,G-F,6’6,225,"August 12, 1987",Louisiana UAB,"Elijah MillsapAugust 12, 1987"
Elliot Perry,1992,2002,G,6’0,150,"March 28, 1969",Memphis,"Elliot PerryMarch 28, 1969"
Elliot Williams,2012,2016,G,6’5,190,June 20 1989,Duke Memphis,Elliot WilliamsJune 20 1989
Elmer Behnke,1952,1952,C,6’7,210,"February 3, 1929",Bradley,"Elmer BehnkeFebruary 3, 1929"
Elmer Bennett,1995,1997,G,6’0,170,"February 13, 1970",Notre Dame,"Elmer BennettFebruary 13, 1970"
Elmer Gainer,1948,1950,F-C,6’6,195,"November 22, 1918",DePaul,"Elmer GainerNovember 22, 1918"
Elmore Morgenthaler,1947,1949,C,6’9,230,"August 3, 1922",New Mexico Tech Boston College,"Elmore MorgenthalerAugust 3, 1922"
Elmore Smith,1972,1979,C,7-0,250,"May 9, 1949",Kentucky State University,"Elmore SmithMay 9, 1949"
Elmore Spencer,1993,1997,C,7-0,270,"December 6, 1969",Georgia UNLV,"Elmore SpencerDecember 6, 1969"
Elnardo Webster,1972,1972,F,6’5,190,"March 6, 1948",Saint Peter's College,"Elnardo WebsterMarch 6, 1948"
Elston Turner,1982,1989,G-F,6’5,190,June 10 1959,Ole Miss,Elston TurnerJune 10 1959
Elton Brand,2000,2016,F-C,6’8,275,"March 11, 1979",Duke,"Elton BrandMarch 11, 1979"
Elton McGriff,1968,1969,C,6’9,225,"August 21, 1942",Creighton,"Elton McGriffAugust 21, 1942"
Elvin Hayes,1969,1984,F-C,6’9,235,"November 17, 1945",Houston,"Elvin Hayes*November 17, 1945"
Elvin Ivory,1969,1969,F,6’8,210,July 2 1948,Louisiana,Elvin IvoryJuly 2 1948
Em Bryant,1965,1972,G,6’1,175,"November 4, 1938",DePaul,"Em BryantNovember 4, 1938"
Emanual Davis,1997,2003,G,6’4,195,"August 27, 1968",Delaware State University,"Emanual DavisAugust 27, 1968"
Emanuel Terry,2019,2022,F,6’9,220,"August 21, 1996",Lincoln Memorial,"Emanuel TerryAugust 21, 1996"
Emeka Okafor,2005,2018,C-F,6’10,252,"September 28, 1982",UConn,"Emeka OkaforSeptember 28, 1982"
Emmanuel Mudiay,2016,2022,G,6’3,200,"March 5, 1996",,"Emmanuel MudiayMarch 5, 1996"
Ennis Whatley,1984,1997,G,6’3,177,"August 11, 1962",Alabama,"Ennis WhatleyAugust 11, 1962"
Eric Anderson,1993,1994,F,6’9,220,"May 26, 1970",Indiana,"Eric AndersonMay 26, 1970"
Eric Bledsoe,2011,2022,G,6’1,214,"December 9, 1989",Kentucky,"Eric BledsoeDecember 9, 1989"
Eric Dawson,2012,2012,F,6’9,250,July 7 1984,Midwestern State University,Eric DawsonJuly 7 1984
Eric Gordon,2009,2022,G-F,6’3,215,"December 25, 1988",Indiana,"Eric GordonDecember 25, 1988"
Eric Johnson,1990,1990,G,6’2,205,"February 7, 1966",Baylor Nebraska,"Eric JohnsonFebruary 7, 1966"
Eric Leckner,1989,1997,C-F,6’11,265,"May 27, 1966",Wyoming,"Eric LecknerMay 27, 1966"
Eric Maynor,2010,2014,G,6’3,175,June 11 1987,VCU,Eric MaynorJune 11 1987
Eric McWilliams,1973,1973,F,6’8,200,"April 18, 1950",Cal State Long Beach,"Eric McWilliamsApril 18, 1950"
Eric Mika,2020,2020,C,6’10,230,"January 5, 1995",BYU,"Eric MikaJanuary 5, 1995"
Eric Mobley,1995,1997,C,6’11,235,"February 1, 1970",Pitt,"Eric MobleyFebruary 1, 1970"
Eric Money,1975,1980,G,6’0,170,"February 6, 1955",Arizona,"Eric MoneyFebruary 6, 1955"
Eric Montross,1995,2002,C,7-0,270,"September 23, 1971",UNC,"Eric MontrossSeptember 23, 1971"
Eric Moreland,2015,2019,F-C,6’10,238,"December 24, 1991",Oregon State,"Eric MorelandDecember 24, 1991"
Eric Murdock,1992,2000,G,6’1,190,June 14 1968,Providence,Eric MurdockJune 14 1968
Eric Paschall,2020,2022,F,6’6,255,"November 4, 1996",Fordham Villanova,"Eric PaschallNovember 4, 1996"
Eric Piatkowski,1995,2008,G-F,6’7,215,"September 30, 1970",Nebraska,"Eric PiatkowskiSeptember 30, 1970"
Eric Riley,1994,1999,C,7-0,245,June 2 1970,Michigan,Eric RileyJune 2 1970
Eric Snow,1996,2008,G,6’3,190,"April 24, 1973",Michigan State,"Eric SnowApril 24, 1973"
Eric Washington,1998,1999,G,6’4,190,"March 23, 1974",Alabama,"Eric WashingtonMarch 23, 1974"
Eric White,1988,1989,F,6’8,200,"December 30, 1965",Pepperdine,"Eric WhiteDecember 30, 1965"
Eric Williams,1996,2007,F,6’8,220,July 17 1972,Vincennes University Providence,Eric WilliamsJuly 17 1972
Erick Barkley,2001,2002,G,6’1,177,"February 21, 1978",St. John's,"Erick BarkleyFebruary 21, 1978"
Erick Dampier,1997,2012,C,6’11,265,July 14 1975,Mississippi State,Erick DampierJuly 14 1975
Erick Green,2015,2016,G,6’4,185,"May 9, 1991",Virginia Tech,"Erick GreenMay 9, 1991"
Erick Strickland,1997,2005,G,6’3,210,"November 25, 1973",Nebraska,"Erick StricklandNovember 25, 1973"
Erik Daniels,2005,2005,F,6’8,214,"April 1, 1982",Kentucky,"Erik DanielsApril 1, 1982"
Erik McCree,2018,2018,F,6’7,219,"December 20, 1993",Louisiana Tech,"Erik McCreeDecember 20, 1993"
Erik Murphy,2014,2014,F,6’10,230,"October 26, 1990",Florida,"Erik MurphyOctober 26, 1990"
Ernest Brown,2002,2002,C,7-0,244,"May 17, 1979",Indian Hills Community College,"Ernest BrownMay 17, 1979"
Ernie Barrett,1954,1956,G-F,6’3,180,"August 27, 1929",Kansas State,"Ernie BarrettAugust 27, 1929"
Ernie Beck,1954,1961,G-F,6’4,190,"December 11, 1931",Penn,"Ernie BeckDecember 11, 1931"
Ernie Calverley,1947,1949,G,5’10,145,"January 30, 1924",Rhode Island,"Ernie CalverleyJanuary 30, 1924"
Ernie DiGregorio,1974,1978,G,6’0,180,"January 15, 1951",Providence,"Ernie DiGregorioJanuary 15, 1951"
Ernie Grunfeld,1978,1986,G-F,6’6,210,"April 24, 1955",Tennessee,"Ernie GrunfeldApril 24, 1955"
Ernie Vandeweghe,1950,1956,F-G,6’3,195,September 12 1928,Colgate,Ernie VandewegheSeptember 12 1928
Errol Palmer,1968,1968,F,6’5,195,,DePaul,Errol Palmer
Ersan ?lyasova,2007,2021,F,6’9,235,"May 15, 1987",,"Ersan ?lyasovaMay 15, 1987"
Erv Staggs,1970,1970,F-G,6’6,195,"September 1, 1948",North Carolina A&T Cheyney (PA),"Erv StaggsSeptember 1, 1948"
Ervin Inniger,1968,1969,G,6’4,190,"January 16, 1945",Indiana,"Ervin InnigerJanuary 16, 1945"
Ervin Johnson,1994,2006,C,6’11,245,"December 21, 1967",New Orleans,"Ervin JohnsonDecember 21, 1967"
Erwin Mueller,1967,1974,C-F,6’8,230,"March 12, 1944",San Francisco,"Erwin MuellerMarch 12, 1944"
Essie Hollis,1979,1979,F,6’6,195,"May 16, 1955",St. Bonaventure,"Essie HollisMay 16, 1955"
Esteban Batista,2006,2007,F-C,6’10,270,"September 2, 1983",,"Esteban BatistaSeptember 2, 1983"
Etan Thomas,2002,2011,F,6’9,256,"April 1, 1978",Syracuse,"Etan ThomasApril 1, 1978"
Etdrick Bohannon,1998,2001,F,6’9,220,"May 29, 1973",Arizona Tennessee Auburn University at Montgomery,"Etdrick BohannonMay 29, 1973"
E'Twaun Moore,2012,2021,G-F,6’3,191,"February 25, 1989",Purdue,"E'Twaun MooreFebruary 25, 1989"
Eugene Jeter,2011,2011,G,5’11,175,"December 2, 1983",University of Portland,"Eugene JeterDecember 2, 1983"
Eugene Omoruyi,2022,2022,F,6’7,244,"February 14, 1997",Rutgers University Oregon,"Eugene OmoruyiFebruary 14, 1997"
Evan Eschmeyer,2000,2003,C,6’11,255,"May 30, 1975",Northwestern,"Evan EschmeyerMay 30, 1975"
Evan Mobley,2022,2022,F-C,7-0,215,June 18 2001,USC,Evan MobleyJune 18 2001
Evan Turner,2011,2020,G,6’6,220,"October 27, 1988",Ohio State,"Evan TurnerOctober 27, 1988"
Everette Stephens,1989,1991,G,6’2,175,"October 21, 1966",Purdue,"Everette StephensOctober 21, 1966"
Evers Burns,1994,1994,F,6’8,260,"August 24, 1971",Maryland,"Evers BurnsAugust 24, 1971"
Evric Gray,1997,1997,F,6’7,235,"December 13, 1969",UNLV,"Evric GrayDecember 13, 1969"
Fab Melo,2013,2013,C,7-0,255,June 20 1990,Syracuse,Fab MeloJune 20 1990
Fabricio Oberto,2006,2011,C-F,6’10,245,"March 21, 1975",,"Fabricio ObertoMarch 21, 1975"
Facundo Campazzo,2021,2022,G,5’10,195,"March 23, 1991",,"Facundo CampazzoMarch 23, 1991"
Fat Lever,1983,1994,G,6’3,170,"August 18, 1960",Arizona State,"Fat LeverAugust 18, 1960"
Fatty Taylor,1970,1977,G,6’0,175,"March 13, 1946",La Salle,"Fatty TaylorMarch 13, 1946"
Felipe López,1999,2002,G,6’5,199,"December 19, 1974",St. John's,"Felipe LópezDecember 19, 1974"
Felton Spencer,1991,2002,C,7-0,265,"January 15, 1968",Louisville,"Felton SpencerJanuary 15, 1968"
Fennis Dembo,1989,1989,F,6’5,215,"January 24, 1966",Wyoming,"Fennis DemboJanuary 24, 1966"
Fernando Martín,1987,1987,C,6’9,220,"March 25, 1962",,"Fernando MartínMarch 25, 1962"
Festus Ezeli,2013,2016,C,6’11,255,"October 21, 1989",Vanderbilt,"Festus EzeliOctober 21, 1989"
Floyd Theard,1970,1970,G,6’1,170,"September 5, 1944",Kentucky State University,"Floyd TheardSeptember 5, 1944"
Floyd Volker,1950,1950,F-C,6’4,205,June 21 1921,Wyoming,Floyd VolkerJune 21 1921
Fly Williams,1975,1975,G-F,6’5,200,"February 18, 1953",Austin Peay State University,"Fly WilliamsFebruary 18, 1953"
Flynn Robinson,1967,1974,G,6’1,185,"April 28, 1941",Wyoming,"Flynn RobinsonApril 28, 1941"
Foots Walker,1975,1984,G,6’0,184,"May 21, 1951",Vincennes University West Georgia,"Foots WalkerMay 21, 1951"
Forest Able,1957,1957,G,6’3,180,July 27 1932,Western Kentucky,Forest AbleJuly 27 1932
Forrest McKenzie,1987,1987,F,6’7,200,"February 16, 1963",Loyola Marymount,"Forrest McKenzieFebruary 16, 1963"
Fran Curran,1949,1950,G,6’0,175,"September 9, 1922",Notre Dame,"Fran CurranSeptember 9, 1922"
Fran O'Hanlon,1971,1971,G,6’1,175,"August 24, 1948",Villanova,"Fran O'HanlonAugust 24, 1948"
Francisco Elson,2004,2012,C,7-0,235,"February 28, 1976",California,"Francisco ElsonFebruary 28, 1976"
Francisco García,2006,2015,F-G,6’7,195,"December 31, 1981",Louisville,"Francisco GarcíaDecember 31, 1981"
Frank Brickowski,1985,1997,F-C,6’9,240,"August 14, 1959",Penn State,"Frank BrickowskiAugust 14, 1959"
Frank Card,1969,1973,F,6’7,195,"December 28, 1944",South Carolina State,"Frank CardDecember 28, 1944"
Frank Gates,1950,1950,G,6’0,160,"April 12, 1920",Sam Houston State University,"Frank GatesApril 12, 1920"
Frank Jackson,2019,2022,G,6’3,205,"May 4, 1998",Duke,"Frank JacksonMay 4, 1998"
Frank Johnson,1982,1994,G,6’1,185,"November 23, 1958",Wake Forest,"Frank JohnsonNovember 23, 1958"
Frank Kaminsky,2016,2022,F-C,7-0,240,"April 4, 1993",Wisconsin,"Frank KaminskyApril 4, 1993"
Frank Kendrick,1975,1975,F,6’6,198,September 11 1950,Purdue,Frank KendrickSeptember 11 1950
Frank Kornet,1990,1991,F,6’9,225,"January 27, 1967",Vanderbilt,"Frank KornetJanuary 27, 1967"
Frank Kudelka,1950,1953,G-F,6’2,193,June 25 1925,Saint Mary's,Frank KudelkaJune 25 1925
Frank Mangiapane,1947,1947,G,5’10,195,"August 5, 1925",NYU,"Frank MangiapaneAugust 5, 1925"
Frank Mason III,2018,2021,G,5’11,190,"April 3, 1994",Kansas,"Frank Mason IIIApril 3, 1994"
Frank Ntilikina,2018,2022,G,6’4,200,July 28 1998,,Frank NtilikinaJuly 28 1998
Frank Oleynick,1976,1977,G,6’2,185,"February 20, 1955",Seattle University,"Frank OleynickFebruary 20, 1955"
Frank Radovich,1962,1962,F,6’8,235,"March 3, 1938",Indiana,"Frank RadovichMarch 3, 1938"
Frank Ramsey,1955,1964,F-G,6’3,190,July 13 1931,Kentucky,Frank Ramsey*July 13 1931
Frank Reddout,1954,1954,F,6’5,195,"March 4, 1931",Syracuse,"Frank ReddoutMarch 4, 1931"
Frank Russell,1973,1973,G,6’3,180,"April 17, 1949",Detroit Mercy,"Frank RussellApril 17, 1949"
Frank Schade,1973,1973,G,6’1,170,"January 22, 1950",University of Wisconsin-Eau Claire,"Frank SchadeJanuary 22, 1950"
Frank Selvy,1955,1964,G-F,6’3,180,"November 9, 1932",Furman University,"Frank SelvyNovember 9, 1932"
Frank Williams,2003,2005,G,6’3,212,"February 25, 1980",Illinois,"Frank WilliamsFebruary 25, 1980"
Frankie Baumholtz,1947,1947,G,5’10,170,"October 7, 1918",Ohio University,"Frankie BaumholtzOctober 7, 1918"
Frankie Brian,1950,1956,G,6’1,180,"May 1, 1923",LSU,"Frankie BrianMay 1, 1923"
Frankie King,1996,1997,G,6’1,185,June 6 1972,Western Carolina University,Frankie KingJune 6 1972
Frankie Sanders,1979,1981,F-G,6’6,200,"January 23, 1957",Southern University and A&M College,"Frankie SandersJanuary 23, 1957"
Franklin Edwards,1982,1988,G,6’1,170,"February 2, 1959",Cleveland State University,"Franklin EdwardsFebruary 2, 1959"
Franz Wagner,2022,2022,G-F,6’9,225,"August 27, 2001",Michigan,"Franz WagnerAugust 27, 2001"
Fred Brown,1972,1984,G,6’3,182,"August 7, 1948",Iowa,"Fred BrownAugust 7, 1948"
Fred Carter,1970,1977,G-F,6’3,185,"February 14, 1945",Mount St. Mary's University,"Fred CarterFebruary 14, 1945"
Fred Christ,1955,1955,G,6’4,210,"August 6, 1930",Fordham,"Fred ChristAugust 6, 1930"
Fred Cofield,1986,1987,G,6’3,190,"January 4, 1962",Oregon Eastern Michigan,"Fred CofieldJanuary 4, 1962"
Fred Diute,1955,1955,G,6’3,210,"January 9, 1929",St. Bonaventure,"Fred DiuteJanuary 9, 1929"
Fred Hetzel,1966,1971,F-C,6’8,220,July 21 1942,Davidson,Fred HetzelJuly 21 1942
Fred Hilton,1972,1973,G-F,6’3,185,"January 15, 1948",Grambling State University,"Fred HiltonJanuary 15, 1948"
Fred Hoiberg,1996,2005,G,6’4,203,"October 15, 1972",Iowa State,"Fred HoibergOctober 15, 1972"
Fred Jacobs,1947,1947,F,6’3,175,"December 2, 1922",Denver,"Fred JacobsDecember 2, 1922"
Fred Jones,2003,2009,G-F,6’4,210,"March 11, 1979",Oregon,"Fred JonesMarch 11, 1979"
Fred LaCour,1961,1963,G-F,6’5,210,"February 7, 1938",San Francisco,"Fred LaCourFebruary 7, 1938"
Fred Paine,1949,1949,F,6’5,210,"December 7, 1925",Westminster College of Pennsylvania,"Fred PaineDecember 7, 1925"
Fred Roberts,1984,1997,F-C,6’10,218,"August 14, 1960",BYU,"Fred RobertsAugust 14, 1960"
Fred Saunders,1975,1978,F,6’7,210,June 13 1951,Syracuse,Fred SaundersJune 13 1951
Fred Schaus,1950,1954,F,6’5,205,June 30 1925,West Virginia,Fred SchausJune 30 1925
Fred Scolari,1947,1955,G,5’10,180,"March 1, 1922",San Francisco,"Fred ScolariMarch 1, 1922"
Fred Sheffield,1947,1947,F,6’2,165,"November 5, 1923",Utah,"Fred SheffieldNovember 5, 1923"
Fred Taylor,1971,1972,G-F,6’5,180,"February 5, 1948",University of Texas Rio Grande Valley,"Fred TaylorFebruary 5, 1948"
Fred VanVleet,2017,2022,G,6’1,197,"February 25, 1994",Wichita State,"Fred VanVleetFebruary 25, 1994"
Fred Vinson,1995,2000,G,6’4,190,"January 28, 1971",Georgia Tech,"Fred VinsonJanuary 28, 1971"
Freddie Boyd,1973,1978,G,6’2,180,June 13 1950,Oregon State,Freddie BoydJune 13 1950
Freddie Crawford,1967,1971,G-F,6’4,189,"December 23, 1941",St. Bonaventure,"Freddie CrawfordDecember 23, 1941"
Freddie Gillespie,2021,2022,F,6’9,245,June 14 1997,Carleton College Baylor,Freddie GillespieJune 14 1997
Freddie Lewis,1949,1950,F-G,6’2,195,"January 6, 1921",Eastern Kentucky University,"Freddie LewisJanuary 6, 1921"
Freddie Lewis,1967,1977,G,6’0,175,July 1 1943,Arizona State,Freddie LewisJuly 1 1943
Freeman Williams,1979,1986,G-F,6’4,190,"May 15, 1956",Portland State,"Freeman WilliamsMay 15, 1956"
Fritz Nagy,1949,1949,G-F,6’2,185,"January 3, 1924",University of Akron,"Fritz NagyJanuary 3, 1924"
Furkan Aldemir,2015,2015,F-C,6’10,240,"August 9, 1991",,"Furkan AldemirAugust 9, 1991"
Furkan Korkmaz,2018,2022,G,6’7,202,July 24 1997,,Furkan KorkmazJuly 24 1997
Gabe Pruitt,2008,2009,G,6’4,170,"April 19, 1986",USC,"Gabe PruittApril 19, 1986"
Gabe Vincent,2020,2022,G,6’3,200,June 14 1996,UC Santa Barbara,Gabe VincentJune 14 1996
Gabriel Deck,2021,2022,F,6’8,232,"February 8, 1995",,"Gabriel DeckFebruary 8, 1995"
Gabriel Lundberg,2022,2022,G,6’4,203,"December 4, 1994",,"Gabriel LundbergDecember 4, 1994"
Gail Goodrich,1966,1979,G,6’1,170,"April 23, 1943",UCLA,"Gail Goodrich*April 23, 1943"
Gal Mekel,2014,2015,G,6’3,191,"March 4, 1988",Wichita State,"Gal MekelMarch 4, 1988"
Gale Bishop,1949,1949,F,6’3,195,June 4 1922,Washington State,Gale BishopJune 4 1922
Gani Lawal,2011,2011,F,6’9,234,"November 7, 1988",Georgia Tech,"Gani LawalNovember 7, 1988"
Gar Heard,1971,1981,F,6’6,219,"May 3, 1948",Oklahoma,"Gar HeardMay 3, 1948"
Garfield Smith,1971,1973,C-F,6’9,235,"November 18, 1945",Eastern Kentucky University,"Garfield SmithNovember 18, 1945"
Garland O'Shields,1947,1947,G-F,6’1,195,"May 23, 1921",Tennessee,"Garland O'ShieldsMay 23, 1921"
